pressurec2,energy_densityc2,baryon_density,cs2c2
1.466670866343963125e+14,1.114966766557760500e+15,9.722521483069626250e+14,7.093457381990395660e-01
1.514818922258325312e+14,1.122310299393068250e+15,9.779005582684285000e+14,6.242345388333485623e-01
1.564547588616081562e+14,1.130766762873344750e+15,9.843800634877903750e+14,5.854569977333843322e-01
1.615908753895910000e+14,1.139580360463925250e+15,9.911067503027443750e+14,6.244159389407408778e-01
1.668956009978022500e+14,1.147590122512349500e+15,9.971954583803560000e+14,7.393001898404391037e-01
1.723744708063600625e+14,1.154398177566849750e+15,1.002349489914797625e+15,8.650884152814253270e-01
1.780332016430101562e+14,1.160551560476991250e+15,1.006988391125138625e+15,9.425835898163571480e-01
1.838776980082322188e+14,1.166606853564845250e+15,1.011533773720301500e+15,9.686367813304330721e-01
1.899140582361910000e+14,1.172815994548807000e+15,1.016174187277761000e+15,9.621432764610771127e-01
1.961485808579413750e+14,1.179367892966024750e+15,1.021048768222403250e+15,9.143440921193195514e-01
2.025877711735007812e+14,1.186748730688321000e+15,1.026514841801439875e+15,7.952850379047466944e-01
2.092383480396976250e+14,1.196313398482691500e+15,1.033564931183492875e+15,6.149576500676476876e-01
2.161072508808354688e+14,1.210068315667551500e+15,1.043655027413042375e+15,4.564404032914807785e-01
2.232016469295219375e+14,1.227749160145972250e+15,1.056561733316860625e+15,4.114603349101616514e-01
2.305289387051702812e+14,1.245132945738894000e+15,1.069188687654961000e+15,4.985073617190323159e-01
2.380967717380329062e+14,1.258682533090081250e+15,1.078981058424737750e+15,6.735892176308100332e-01
2.459130425468024375e+14,1.268955897944538000e+15,1.086367615844035875e+15,8.358756836158688364e-01
2.539859068780714688e+14,1.277912754126424750e+15,1.092773915967351125e+15,9.281745971454801181e-01
2.623237882163123125e+14,1.286649170274105500e+15,1.098989171309767625e+15,9.595156525037420447e-01
2.709353865732024375e+14,1.295575322270890750e+15,1.105304764642489625e+15,9.572838602529563090e-01
2.798296875655099688e+14,1.304943294081765750e+15,1.111896036411123125e+15,9.237734664975656429e-01
2.890159717909504375e+14,1.315199549240440750e+15,1.119071262122200500e+15,8.475849649488254034e-01
2.985038245118696250e+14,1.327188727703982250e+15,1.127410170105535750e+15,7.400960940364517127e-01
3.083031456568252500e+14,1.341635289805439000e+15,1.137398869586868750e+15,6.470414516046054665e-01
3.184241601504641875e+14,1.358194705369168500e+15,1.148779558455031500e+15,5.993483427351019577e-01
3.288774285825513125e+14,1.376014772753442500e+15,1.160951751021095250e+15,5.746579689293708215e-01
3.396738582272175625e+14,1.395233097357237250e+15,1.173997502927722000e+15,5.390357104184866355e-01
3.508247144239772500e+14,1.416955681117388500e+15,1.188650245597688750e+15,4.934227784243250259e-01
3.623416323323145000e+14,1.441406969195396500e+15,1.205038233432630000e+15,4.726748818132996410e-01
3.742366290721938750e+14,1.466481937715633250e+15,1.221735533770225250e+15,5.011284175519572504e-01
3.865221162631235625e+14,1.489836423065130750e+15,1.237185361426806250e+15,5.566638976145912299e-01
3.992109129748040000e+14,1.511523074314010750e+15,1.251436699277514500e+15,5.975140313873643638e-01
4.123162591029697500e+14,1.533013635873846250e+15,1.265464184773347750e+15,6.149801764798836778e-01
4.258518291843376250e+14,1.554837397201744250e+15,1.279611965365020750e+15,6.469235463395837105e-01
4.398317466650203750e+14,1.575629605751044000e+15,1.292997722134414000e+15,7.315270302580236805e-01
4.542705986373977500e+14,1.594048008264820250e+15,1.304771946815842250e+15,8.437500029960335324e-01
4.691834510607746875e+14,1.610660324537769250e+15,1.315315789906386750e+15,9.277184777963554119e-01
4.845858644816463125e+14,1.626758022755272750e+15,1.325458820984527750e+15,9.658000724493309708e-01
5.004939102700941250e+14,1.643075399466301250e+15,1.335664327916346750e+15,9.736641762767367370e-01
5.169241873891535625e+14,1.659972553156199750e+15,1.346153046572995750e+15,9.569828006779614871e-01
5.338938397147308125e+14,1.678014752965368500e+15,1.357266969757152500e+15,8.826370774887446480e-01
5.514205739240276875e+14,1.699560264591683500e+15,1.370435863394275500e+15,7.004080116074955509e-01
5.695226779712742500e+14,1.734609549433222250e+15,1.391689699981709250e+15,4.316895495670315386e-01
5.882190401699897500e+14,1.808583532143137500e+15,1.436191046164652000e+15,2.145553013273746035e-01
6.075291689016036250e+14,1.940373096119117250e+15,1.514846799333093000e+15,1.373069500830911560e-01
6.274732129711566250e+14,2.098331207230347000e+15,1.608396979430472000e+15,1.447616607527217880e-01
6.480719826311892500e+14,2.227191296704544000e+15,1.684149193538077000e+15,2.181618285355968190e-01
6.693469712958608750e+14,2.310362913511751500e+15,1.732688119384595000e+15,3.502805351618201168e-01
6.913203779678103750e+14,2.363824414915413500e+15,1.763662501904999750e+15,4.940896153665892410e-01
7.140151304013301250e+14,2.404542492226911000e+15,1.787081750147551000e+15,5.878805700682507851e-01
7.374549090259480000e+14,2.442570503826302500e+15,1.808792609385762000e+15,5.939287173131062580e-01
7.616641716552848750e+14,2.485132617474545000e+15,1.832910750166166750e+15,5.197925016611667504e-01
7.866681790071572500e+14,2.539874372482005500e+15,1.863696492982599500e+15,4.195260266458230580e-01
8.124930210613957500e+14,2.609231209471519000e+15,1.902404774675606250e+15,3.719197050981704611e-01
8.391656442830096250e+14,2.681032780894679000e+15,1.942171295366635500e+15,4.230315493340092159e-01
8.667138797389203750e+14,2.740209908491968500e+15,1.974694418763397250e+15,5.528683038947670436e-01
8.951664721378182500e+14,2.786060864536418500e+15,1.999698706635925000e+15,6.813886437314562450e-01
9.245531098233488750e+14,2.826070921261067500e+15,2.021346980738755250e+15,7.436213263243559579e-01
9.549044557518035000e+14,2.866387184659006500e+15,2.042987928283479250e+15,7.169685238195424581e-01
9.862521794868772500e+14,2.912780125299244500e+15,2.067690542629523750e+15,6.072222203186583567e-01
1.018628990244676375e+15,2.975733210073192000e+15,2.100938198860674250e+15,4.421065160789418025e-01
1.052068671023615875e+15,3.079069143187366500e+15,2.155065997137930750e+15,2.724928905441304505e-01
1.086606113854594375e+15,3.276726780373115000e+15,2.257751753890755000e+15,1.465993524017950855e-01
1.122277356208493500e+15,3.670935206388369000e+15,2.460898599432335500e+15,7.707408186838340947e-02
1.159119618598875500e+15,4.356375154321424500e+15,2.811421077588829000e+15,4.923606342462188978e-02
1.197171343418961500e+15,5.231691823562048000e+15,3.255993425349544000e+15,4.743421952400621311e-02
1.236472235053715000e+15,6.003395127909433000e+15,3.645624411471086000e+15,6.758009857409361110e-02
1.277063301308630750e+15,6.519107739207291000e+15,3.904589707383577500e+15,1.027460261183740231e-01
1.318986896198661750e+15,6.870973741437401000e+15,4.080348770708701000e+15,1.203986004754713790e-01
1.362286764141643750e+15,7.226867776112507000e+15,4.257197532800238000e+15,1.035695958321329324e-01
1.407008085602668000e+15,7.848178394038135000e+15,4.564354666310736000e+15,5.990983830315524394e-02
1.453197524236884250e+15,9.378525928524262000e+15,5.317097780002941000e+15,2.512354255414357695e-02
1.500903275579730000e+15,1.308292629433253000e+16,7.130300331292246000e+15,1.083955873185043182e-02
1.550175117335770250e+15,2.020021803667626000e+16,1.060055790355528200e+16,6.091285349536590746e-03
1.601064461318302000e+15,3.064860447134595200e+16,1.568328638708757000e+16,4.662799740115490185e-03
1.653624407094171250e+15,4.252193940237723200e+16,2.145102346873277200e+16,4.948656741371581375e-03
1.707909797389424750e+15,5.259104773528212000e+16,2.633708419785064800e+16,8.065644702594191445e-03
1.763977275314024000e+15,5.842259642433760800e+16,2.916414476276530400e+16,2.211086563229971991e-02
1.821885343465153000e+15,6.058740034341701600e+16,3.021262837348062800e+16,8.726402359259705088e-02
1.881694424970549250e+15,6.116566459114684000e+16,3.049243534203549600e+16,2.866292178042059158e-01
1.943466926536022250e+15,6.134545131801864800e+16,3.057934549659766800e+16,5.292676255538706354e-01
2.007267303562550750e+15,6.144619233421004000e+16,3.062799610426406800e+16,7.150301831335150737e-01
2.073162127401219750e+15,6.153031986911072000e+16,3.066858210476996800e+16,8.172870090844530644e-01
2.141220154815727000e+15,6.161041901601336800e+16,3.070718400345309200e+16,8.692721079808656270e-01
2.211512399725464500e+15,6.168952101624808000e+16,3.074526401001748800e+16,9.007857099185107019e-01
2.284112207303808000e+15,6.176903823923486400e+16,3.078350113213048800e+16,9.164366740542562173e-01
2.359095330508628500e+15,6.185054589916579200e+16,3.082265026227930000e+16,9.122227585012474549e-01
2.436540009125469000e+15,6.193620531951029600e+16,3.086374473023393600e+16,8.839507667611086195e-01
2.516527051405369500e+15,6.202898404956173600e+16,3.090820024329514400e+16,8.369253004332952717e-01
2.599139918382921500e+15,6.213107687461360800e+16,3.095705709044098800e+16,7.970394622840598631e-01
2.684464810961962500e+15,6.223989795012852000e+16,3.100906625690252800e+16,7.976583710978785158e-01
2.772590759860454000e+15,6.234853322875141600e+16,3.106091731924378000e+16,8.433854725686054099e-01
2.863609718508097000e+15,6.245264740209225600e+16,3.111054217824457600e+16,9.050143655094873285e-01
2.957616658993247000e+15,6.255321567054815200e+16,3.115840907728865200e+16,9.534858489480659838e-01
3.054709671159931500e+15,6.265309673780436000e+16,3.120587960790608000e+16,9.805964639723271370e-01
3.154990064958061000e+15,6.275446853150600800e+16,3.125398633458013200e+16,9.923493806948253670e-01
3.258562476153212500e+15,6.285850421940676000e+16,3.130328094471912800e+16,9.964581494151356633e-01
3.365534975507046500e+15,6.296575583879877600e+16,3.135401849580701200e+16,9.973995570488950468e-01
3.476019181541943500e+15,6.307652786828894400e+16,3.140633562623784800e+16,9.967822739527336662e-01
3.590130377007049000e+15,6.319108103897489600e+16,3.146034736437538800e+16,9.951112019653174379e-01
3.707987629168164500e+15,6.330964438548500800e+16,3.151615289759411200e+16,9.934404216497305651e-01
3.829713914046235500e+15,6.343225152221154400e+16,3.157375871280295200e+16,9.933623053106852563e-01
3.955436244734671500e+15,6.355874212275297600e+16,3.163307992607148400e+16,9.950938506746143108e-01
4.085285803928548000e+15,6.368907431610250400e+16,3.169408718716121200e+16,9.971932102967349110e-01
4.219398080804969000e+15,6.382343956721877600e+16,3.175685993253634800e+16,9.985647385974623091e-01
4.357913012396987500e+15,6.396208947700709600e+16,3.182150475746527200e+16,9.992077938789847291e-01
4.500975129608022500e+15,6.410523820077963200e+16,3.188810974591049200e+16,9.994271613047922553e-01
4.648733708020252000e+15,6.425307655459240800e+16,3.195675112165091600e+16,9.992611440058136729e-01
4.801342923653398000e+15,6.440583008012966400e+16,3.202752020214828400e+16,9.972747734191230728e-01
4.958962013837179000e+15,6.456417293631679200e+16,3.210071453849289200e+16,9.719339269633474609e-01
5.121755443364225000e+15,6.473618436066488800e+16,3.218004420548346800e+16,7.994025893908431879e-01
5.289893076098082000e+15,6.505556773790937600e+16,3.232699180944511200e+16,4.539689632510758299e-01
5.463550352214829000e+15,6.654088322768997600e+16,3.300872868492635600e+16,9.734741885458432498e-02
5.642908471262512000e+15,7.042328595284264000e+16,3.478633520696269600e+16,4.490110433706929333e-02
5.828154581230840000e+15,7.468395560065515200e+16,3.673246672633311200e+16,7.121036616185570656e-02
6.019481973827209000e+15,7.691555413810428800e+16,3.774940444104911200e+16,1.776737137743011063e-01
6.217090286163787000e+15,7.783270535412027200e+16,3.816636870191652000e+16,3.100728303189015933e-01
6.421185709064745000e+15,7.838824442337635200e+16,3.841833005202488000e+16,4.134244434187481776e-01
6.631981202212589000e+15,7.885453446496094400e+16,3.862929632376496000e+16,5.106427632549381812e-01
6.849696716357388000e+15,7.924364492966329600e+16,3.880490307374872000e+16,6.734602670329077334e-01
7.074559422819849000e+15,7.953948288357608000e+16,3.893807286876206400e+16,8.589818457467089940e-01
7.306803950529501000e+15,7.978617192062892800e+16,3.904882590408658400e+16,9.677964159756977658e-01
7.546672630843813000e+15,8.002758970689603200e+16,3.915691901361606400e+16,9.964777719795522293e-01
7.794415750404901000e+15,8.027546922993243200e+16,3.926759679263987200e+16,9.996859296695740360e-01
8.050291812295965000e+15,8.053136326123601600e+16,3.938152685147529600e+16,9.999533857119480285e-01
8.314567805771965000e+15,8.079564513040124800e+16,3.949884645015781600e+16,9.999786563942166806e-01
8.587519484845106000e+15,8.106860238472624000e+16,3.961965254121020000e+16,9.999692848587222738e-01
8.869431656014676000e+15,8.135052621145363200e+16,3.974404161310446400e+16,9.999173699172270169e-01
9.160598475443712000e+15,8.164172951172324800e+16,3.987211755448873600e+16,9.997161506392848729e-01
9.461323755890678000e+15,8.194258948146715200e+16,4.000401013124521600e+16,9.989380854204006344e-01
9.771921283717944000e+15,8.225371502239755200e+16,4.013994768622323200e+16,9.961486704065851683e-01
1.009271514630569800e+16,8.257647322272912000e+16,4.028048491533385600e+16,9.886372716642561898e-01
1.042404007021544600e+16,8.291348432396849600e+16,4.042671287219990400e+16,9.763598853610573336e-01
1.076624177045485200e+16,8.326653526620048000e+16,4.057934882190461600e+16,9.658247618255249023e-01
1.111967731120695600e+16,8.363384009483691200e+16,4.073756098784797600e+16,9.615248335415584879e-01
1.148471547840290400e+16,8.401377763848516800e+16,4.090059533740907200e+16,9.537553412855440671e-01
1.186173716452467800e+16,8.441215860516304000e+16,4.107088112106810400e+16,9.094921381583147557e-01
1.225113576604112600e+16,8.486080305392086400e+16,4.126189009794045600e+16,7.607402773355311787e-01
1.265331759388941800e+16,8.553023891617673600e+16,4.154574170667200800e+16,5.002556989728148551e-01
1.306870229743332400e+16,8.710411238343624000e+16,4.221032099613979200e+16,2.200442445102382960e-01
1.349772330233933200e+16,9.062073891426195200e+16,4.368900715466215200e+16,1.099163454808453899e-01
1.394082826282574400e+16,9.535156345645289600e+16,4.566993343679080000e+16,1.128028294851722013e-01
1.439847952876010000e+16,9.894542496302366400e+16,4.716859322124228000e+16,2.200639705936374146e-01
1.487115462808941200e+16,1.007229129585884800e+17,4.790677541296384800e+16,4.619979351832305681e-01
1.535934676510890600e+16,1.015971309003301920e+17,4.826832642151010400e+16,7.189240797315878950e-01
1.586356533508590000e+16,1.022043335639898720e+17,4.851838421869507200e+16,8.933319140980087170e-01
1.638433645577967200e+16,1.027524318455905120e+17,4.874312405387357600e+16,9.682670236089550020e-01
1.692220351641026600e+16,1.032977695434854400e+17,4.896574077396973600e+16,9.910117375976981169e-01
1.747772774464677400e+16,1.038556196355785920e+17,4.919243219103384800e+16,9.970829911556757796e-01
1.805148879221086800e+16,1.044303156360423680e+17,4.942488508477616800e+16,9.987682639997917944e-01
1.864408533970471200e+16,1.050234008640733920e+17,4.966363671293004000e+16,9.993399169729294540e-01
1.925613572129190800e+16,1.056357518359827520e+17,4.990894640284019200e+16,9.995868618362944158e-01
1.988827856988782000e+16,1.062681051683068480e+17,5.016101059245642400e+16,9.996826582653912663e-01
2.054117348353044800e+16,1.069211968694700320e+17,5.042001904745979200e+16,9.996094873424097305e-01
2.121550171362439200e+16,1.075958507234941600e+17,5.068618961193094400e+16,9.990181878619210920e-01
2.191196687578145600e+16,1.082933606729523360e+17,5.095991741598900000e+16,9.957654037926733093e-01
2.263129568399503200e+16,1.090178164797146080e+17,5.124267847781493600e+16,9.782005549517656107e-01
2.337423870891797600e+16,1.097896937535783520e+17,5.154228030996744800e+16,8.989199625678950811e-01
2.414157116103010400e+16,1.107231757640601760e+17,5.190256033250535200e+16,6.958049010280678015e-01
2.493409369951846000e+16,1.124247867219151360e+17,5.255551851295823200e+16,3.880723503150214082e-01
2.575263326771176800e+16,1.170452130602032800e+17,5.431816413688098400e+16,1.482582674966875236e-01
2.659804395593744800e+16,1.265941771166502560e+17,5.793980893964425600e+16,8.672488655021493020e-02
2.747120789270809600e+16,1.368941794536419840e+17,6.182445330039137600e+16,1.332737918828799384e-01
2.837303616516181200e+16,1.425362135782948800e+17,6.394090497591076800e+16,3.653666648095968972e-01
2.930446976972122800e+16,1.446429970123531520e+17,6.472697162008773600e+16,6.805375211750140929e-01
3.026648059395683200e+16,1.458244719087793920e+17,6.516539998580992000e+16,8.845618630035873009e-01
3.126007243068663600e+16,1.468736654976923840e+17,6.555258469556631200e+16,9.591982100500049402e-01
3.228628202536703200e+16,1.479300080556583360e+17,6.594020408703504000e+16,9.676392415195159691e-01
3.334618015786349200e+16,1.490298911621584960e+17,6.634147164616637600e+16,9.419861548364564241e-01
3.444087275973820800e+16,1.502216969699487360e+17,6.677371483965250400e+16,8.720228805933558647e-01
3.557150206821348400e+16,1.516036981843136640e+17,6.727192783663572800e+16,7.750033613479601069e-01
3.673924781802051200e+16,1.532149466548247360e+17,6.784923050118450400e+16,7.276532196858773727e-01
3.794532847236931200e+16,1.548656833141584320e+17,6.843699805082032000e+16,7.858925038193909085e-01
3.919100249433356000e+16,1.563561047187062720e+17,6.896431979535440000e+16,8.914064094852323095e-01
4.047756965997288000e+16,1.577213715832473600e+17,6.944424358938460800e+16,9.645864610918857274e-01
4.180637241455740800e+16,1.590683326711617920e+17,6.991461910251477600e+16,9.917491983492476848e-01
4.317879727332023200e+16,1.604447577419296960e+17,7.039206330614045600e+16,9.981179958439139188e-01
4.459627626819048800e+16,1.618634090446831680e+17,7.088079555779181600e+16,9.993638745141151247e-01
4.606028844202374400e+16,1.633280652693611520e+17,7.138186842494020800e+16,9.995336618788357441e-01
4.757236139187880800e+16,1.648408852844482560e+17,7.189575420164382400e+16,9.993234287771597391e-01
4.913407286296304800e+16,1.664039494140039680e+17,7.242288012164608000e+16,9.988000602536890593e-01
5.074705239490428800e+16,1.680194260020412480e+17,7.296368474123899200e+16,9.980733542626699650e-01
5.241298302206040800e+16,1.696892312349134400e+17,7.351850390901867200e+16,9.972484605591441786e-01
5.413360302965383200e+16,1.714153701063335360e+17,7.408768562580968000e+16,9.957538714290202764e-01
5.591070776755240000e+16,1.732020007745388160e+17,7.467226453777120000e+16,9.908492938573907338e-01
5.774615152359790400e+16,1.750618572816238080e+17,7.527602481327051200e+16,9.739577840867154057e-01
5.964184945842455200e+16,1.770360330304810560e+17,7.591178226982955200e+16,9.323714288499078684e-01
6.159977960380097600e+16,1.792073833698411840e+17,7.660536901413422400e+16,8.727606266042473582e-01
6.362198492657443200e+16,1.816127956284255040e+17,7.736739931920705600e+16,8.315326015943531601e-01
6.571057546036252000e+16,1.841540984786273600e+17,7.816576141546958400e+16,8.314724995803162155e-01
6.786773050723305600e+16,1.867185548024928640e+17,7.896458253161161600e+16,8.531049614188512820e-01
7.009570091165559200e+16,1.892939853989411840e+17,7.975994366173568000e+16,8.723961413025076439e-01
7.239681140910840000e+16,1.919094208642096320e+17,8.056063957469393600e+16,8.860645218413552016e-01
7.477346305177584000e+16,1.945725635409969600e+17,8.136875896236632000e+16,9.008724731868072988e-01
7.722813571388561600e+16,1.972716807419228800e+17,8.218048302710648000e+16,9.190789324577042230e-01
7.976339067929224000e+16,2.000011920686090880e+17,8.299392172934512000e+16,9.374446431856630069e-01
8.238187331399587200e+16,2.027686237783913600e+17,8.381110083872478400e+16,9.532688158763327202e-01
8.508631582640595200e+16,2.055843333761114560e+17,8.463481277286915200e+16,9.664076678060093961e-01
8.787954011821246400e+16,2.084566880218059840e+17,8.546718804941233600e+16,9.771048855157411506e-01
9.076446072885321600e+16,2.113948917507659840e+17,8.631052848949299200e+16,9.849947583217356639e-01
9.374408787662862400e+16,2.144100797284867520e+17,8.716760890843038400e+16,9.899836978042875213e-01
9.682153059966984000e+16,2.175129255257351040e+17,8.804098214670251200e+16,9.926623003733474615e-01
9.999999999999939200e+16,2.207120678353603200e+17,8.893254574513968000e+16,9.935379838422736531e-01
