R [km],M [Msun],P_div_c2 [g/cm^3]
1.104442857142857193e+01,1.879796685542889145e+00,8.261730823831413000e+15
1.104767346938775674e+01,1.877491910743931181e+00,8.442825528430885000e+15
1.105363265306122500e+01,1.875302251292387146e+00,8.627889775579367000e+15
1.106573469387755182e+01,1.872963882738963415e+00,8.817010576479625000e+15
1.107155102040816352e+01,1.870501409417522520e+00,9.010276849594198000e+15
1.107581632653061376e+01,1.868061692128463180e+00,9.207779462452262000e+15
1.108373469387755073e+01,1.865378442510000845e+00,9.409611274372304000e+15
1.109100000000000108e+01,1.862715520662993285e+00,9.615867180121812000e+15
1.109879591836734747e+01,1.859854981815564079e+00,9.826644154533614000e+15
1.110553061224489824e+01,1.856984780508077471e+00,1.004204129810021000e+16
1.111279591836734681e+01,1.853967935657021116e+00,1.026215988356764200e+16
1.112151020408163404e+01,1.850804070200450235e+00,1.048710340355095000e+16
1.112789795918367375e+01,1.847608251089282172e+00,1.071697761919253600e+16
1.113622448979591972e+01,1.844215014155153876e+00,1.095189060988787200e+16
1.114097959183673403e+01,1.840707899796028890e+00,1.119195282410118800e+16
1.115053061224489817e+01,1.837284112383088086e+00,1.143727713129422600e+16
1.115469387755102026e+01,1.833481354481458325e+00,1.168797887499416000e+16
1.116381632653061473e+01,1.829705839611048157e+00,1.194417592702417400e+16
1.117395918367347107e+01,1.825735673091447353e+00,1.220598874292338000e+16
1.117953061224489808e+01,1.821733323668604410e+00,1.247354041858050000e+16
1.118759183673469515e+01,1.817603005745439315e+00,1.274695674810985800e+16
1.119675510204081803e+01,1.813526501272674230e+00,1.302636628299599400e+16
1.120373469387755172e+01,1.809281100359718453e+00,1.331190039253379000e+16
1.120851020408163379e+01,1.805469834240338356e+00,1.360369332559434600e+16
1.121169387755102065e+01,1.801838470557386884e+00,1.390188227374478000e+16
1.122330612244898163e+01,1.798173167041160259e+00,1.420660743575059200e+16
1.122669387755102122e+01,1.794849956122342327e+00,1.451801208349301000e+16
1.123193877551020492e+01,1.791585857497514978e+00,1.483624262933055200e+16
1.123663265306122483e+01,1.788109375936413725e+00,1.516144869493784400e+16
1.124465306122449171e+01,1.784606831506011515e+00,1.549378318165215400e+16
1.124995918367347159e+01,1.781002448710837127e+00,1.583340234236299200e+16
1.125573469387755132e+01,1.777421122532037545e+00,1.618046585497753800e+16
1.126291836734694130e+01,1.773567773111311752e+00,1.653513689749524800e+16
1.126736734693877651e+01,1.769571526245921067e+00,1.689758222472936000e+16
1.127595918367347139e+01,1.765624655753277539e+00,1.726797224670932400e+16
1.128169387755102093e+01,1.761413309668312666e+00,1.764648110880263800e+16
1.129044897959183835e+01,1.757194193747964484e+00,1.803328677359150400e+16
1.129459183673469447e+01,1.752732797929408948e+00,1.842857110454545600e+16
1.129977551020408200e+01,1.748196341276054167e+00,1.883251995152814400e+16
1.130877551020408056e+01,1.743751669568437634e+00,1.924532323817698400e+16
1.131677551020408146e+01,1.738856041144498210e+00,1.966717505119970400e+16
1.132263265306122513e+01,1.734090050460290966e+00,2.009827373162730400e+16
1.132875510204081770e+01,1.729245274212081851e+00,2.053882196806820400e+16
1.133371428571428652e+01,1.724093238204152279e+00,2.098902689200489600e+16
1.134367346938775789e+01,1.718896195622348300e+00,2.144910017518090400e+16
1.135000000000000142e+01,1.713402757170763957e+00,2.191925812912250800e+16
1.135855102040816433e+01,1.708126286827787776e+00,2.239972180684036000e+16
1.136575510204081674e+01,1.702639907276384479e+00,2.289071710676213600e+16
1.136983673469387846e+01,1.696562047470699053e+00,2.339247487894226800e+16
1.137771428571428700e+01,1.690872621151167321e+00,2.390523103360091200e+16
1.138293877551020472e+01,1.685080288339126930e+00,2.442922665204015200e+16
1.139289795918367432e+01,1.679126101285004724e+00,2.496470809999313600e+16
1.140218367346938777e+01,1.673203892737203491e+00,2.551192714345788800e+16
1.140640816326530782e+01,1.667462704531710083e+00,2.607114106706828800e+16
1.141295918367347006e+01,1.662823813491578484e+00,2.664261279506176000e+16
1.141644897959183780e+01,1.658585905681600803e+00,2.722661101489730000e+16
1.141887755102040813e+01,1.654727090965158798e+00,2.782341030358448000e+16
1.142689795918367501e+01,1.651389741272264677e+00,2.843329125677932400e+16
1.142967346938775641e+01,1.647831387434302686e+00,2.905654062071191600e+16
1.143589795918367358e+01,1.644319210809447318e+00,2.969345142700590400e+16
1.144026530612245018e+01,1.640746866703574502e+00,3.034432313045104400e+16
1.144687755102040860e+01,1.637088139636265094e+00,3.100946174979806400e+16
1.144979591836734834e+01,1.633481501135530367e+00,3.168918001163824400e+16
1.145232653061224504e+01,1.629848730899170928e+00,3.238379749743836000e+16
1.145797959183673420e+01,1.625978406346479721e+00,3.309364079379596000e+16
1.146363265306122514e+01,1.622176252715336275e+00,3.381904364599054400e+16
1.147085714285714353e+01,1.617845664983408316e+00,3.456034711490058800e+16
1.147885714285714442e+01,1.613471675597734523e+00,3.531789973735768400e+16
1.147965306122449114e+01,1.609396287421238636e+00,3.609205769001831200e+16
1.148253061224489713e+01,1.605401730769153934e+00,3.688318495682598400e+16
1.149140816326530690e+01,1.600809648101545690e+00,3.769165350014588000e+16
1.149628571428571533e+01,1.596266571952321911e+00,3.851784343564768800e+16
1.150459183673469532e+01,1.591589704592156318e+00,3.936214321102450400e+16
1.150683673469387713e+01,1.586978282611514635e+00,4.022494978862936800e+16
1.151224489795918515e+01,1.582504360755145223e+00,4.110666883211209600e+16
1.152097959183673481e+01,1.577592557574676313e+00,4.200771489715048000e+16
1.152589795918367344e+01,1.572430690791312591e+00,4.292851162636023200e+16
1.152730612244898012e+01,1.567726529756982012e+00,4.386949194847939200e+16
1.153795918367347006e+01,1.562490214711906633e+00,4.483109828191528000e+16
1.154297959183673505e+01,1.557413268019095298e+00,4.581378274275627200e+16
1.155042857142857216e+01,1.551552409607962923e+00,4.681800735734328800e+16
1.155469387755102062e+01,1.546366168179263756e+00,4.784424427949733600e+16
1.155897959183673507e+01,1.541294813930292884e+00,4.889297601251237600e+16
1.156438775510204131e+01,1.535093073582616929e+00,4.996469563601196800e+16
1.157171428571428784e+01,1.529327286713151324e+00,5.105990703778091200e+16
1.157797959183673520e+01,1.523148585009325595e+00,5.217912515067450400e+16
1.157938775510204188e+01,1.517751943510948776e+00,5.332287619472442400e+16
1.158497959183673487e+01,1.511290578925852612e+00,5.449169792455168000e+16
1.158846938775510438e+01,1.505090340622799117e+00,5.568613988219875200e+16
1.159014285714285819e+01,1.499168469535560932e+00,5.690676365550814400e+16
1.159763265306122548e+01,1.492698868557783776e+00,5.815414314216188800e+16
1.160065306122449158e+01,1.486377352436472732e+00,5.942886481951147200e+16
1.160469387755102133e+01,1.479534751100842094e+00,6.073152802031765600e+16
1.160675510204081817e+01,1.473588112176447806e+00,6.206274521453862400e+16
1.161344897959183697e+01,1.467031524438070500e+00,6.342314229729505600e+16
1.161987755102040865e+01,1.459812892572080800e+00,6.481335888314266400e+16
1.161967346938775769e+01,1.453451219030569286e+00,6.623404860680022400e+16
1.162153061224489825e+01,1.446471064508629611e+00,6.768587943046634400e+16
1.162636734693877649e+01,1.439291840935882805e+00,6.916953395787580000e+16
1.162575510204081830e+01,1.433587689198413173e+00,7.068570975523380800e+16
1.162959183673469532e+01,1.426242949209845623e+00,7.223511967919350400e+16
1.163089795918367386e+01,1.418988014833628686e+00,7.381849221201398400e+16
1.162879591836734683e+01,1.411194605047827233e+00,7.543657180407136000e+16
1.163157142857143000e+01,1.404787549097896937e+00,7.709011922387457600e+16
1.163338775510204037e+01,1.397772296706258910e+00,7.877991191575339200e+16
1.163079591836734750e+01,1.389754256484208916e+00,8.050674436539008000e+16
1.163361224489796086e+01,1.382052457350071428e+00,8.227142847335628800e+16
1.162946938775510475e+01,1.375389513875308278e+00,8.407479393684756800e+16
1.162979591836734805e+01,1.366764550364288899e+00,8.591768863977544000e+16
1.162881632653061459e+01,1.359643943782237185e+00,8.780097905141752000e+16
1.162675510204081775e+01,1.351306605709565289e+00,8.972555063380259200e+16
1.162461224489796052e+01,1.344154676315665320e+00,9.169230825802542400e+16
1.162142857142857189e+01,1.336534657310675112e+00,9.370217662969068800e+16
1.161653061224489747e+01,1.329075338734011957e+00,9.575610072367435200e+16
1.161393877551020459e+01,1.320369446955381276e+00,9.785504622842622400e+16
1.160930612244898086e+01,1.312347932267769801e+00,1.000000000000000000e+17
