R [km],M [Msun],P_div_c2 [g/cm^3]
5.180495918367347258e+03,1.055646990267092189e+00,1.023316578330244920e+04
5.166516326530612787e+03,1.053526840321208136e+00,1.054442793526168498e+04
5.149116326530612241e+03,1.051547921950648723e+00,1.086515774652537220e+04
5.131159183673469670e+03,1.049979463744526553e+00,1.119564319483879444e+04
5.109348979591837633e+03,1.048521643190468700e+00,1.153618101736478457e+04
5.086395918367347804e+03,1.047662694966587482e+00,1.188707697711903347e+04
5.059553061224490193e+03,1.047082177160402638e+00,1.224864613750930766e+04
5.032202040816327099e+03,1.047098394829040879e+00,1.262121314522546163e+04
5.000765306122449147e+03,1.047565905191409019e+00,1.300511252173409957e+04
4.968685714285714312e+03,1.048532600897719824e+00,1.340068896363950626e+04
4.933765306122449147e+03,1.050323071770372874e+00,1.380829765218092325e+04
4.896775510204081911e+03,1.053044312813169459e+00,1.422830457214351918e+04
4.857983673469388123e+03,1.056414983612684599e+00,1.466108684046983035e+04
4.818338775510203959e+03,1.060594945296370772e+00,1.510703304486655543e+04
4.775281632653061934e+03,1.065937114940716635e+00,1.556654359271062094e+04
4.732853061224490375e+03,1.072299993613182068e+00,1.604003107056819863e+04
4.688334693877551217e+03,1.080033444354436378e+00,1.652792061464893777e+04
4.643534693877551035e+03,1.088847130137439168e+00,1.703065029252842578e+04
4.596653061224490557e+03,1.099024626325555198e+00,1.754867149648152190e+04
4.550346938775510353e+03,1.110605084133796661e+00,1.808244934877951891e+04
4.503481632653061752e+03,1.123888446711707845e+00,1.863246311931559831e+04
4.457444897959183436e+03,1.138752490178349008e+00,1.919920665593282683e+04
4.410653061224490557e+03,1.155164972607513052e+00,1.978318882784162270e+04
4.392322448979592082e+03,1.161905482589066230e+00,2.038493398252464249e+04
4.398324489795918453e+03,1.158021947907243998e+00,2.100498241653915466e+04
4.402455102040817110e+03,1.154493945894528917e+00,2.164389086064020375e+04
4.402383673469388668e+03,1.150976989639625803e+00,2.230223297965936217e+04
4.401330612244898475e+03,1.147531680222306782e+00,2.298059988758848704e+04
4.398767346938776427e+03,1.144280337107079992e+00,2.367960067833078574e+04
4.393900000000000546e+03,1.141232984031530506e+00,2.439986297259550338e+04
4.388081632653061206e+03,1.138096863948963700e+00,2.514203348142796676e+04
4.378834693877551217e+03,1.135383905323101184e+00,2.590677858688006017e+04
4.368640816326530512e+03,1.132616850521895202e+00,2.669478494034323376e+04
4.356465306122448965e+03,1.130098278097011688e+00,2.750676007908067550e+04
4.342065306122449329e+03,1.127986138308427977e+00,2.834343306151309298e+04
4.325242857142857247e+03,1.125935211184482032e+00,2.920555512182745224e+04
4.307034693877551035e+03,1.124136276873505480e+00,3.009390034449718223e+04
4.287842857142857611e+03,1.122871842628922145e+00,3.100926635931929923e+04
4.264171428571428805e+03,1.122159850565938699e+00,3.195247505759213527e+04
4.240397959183673265e+03,1.121696862413716245e+00,3.292437333007768757e+04
4.213153061224490557e+03,1.121650321143440321e+00,3.392583382740992238e+04
4.184908163265306939e+03,1.122494942390706685e+00,3.495775574363271880e+04
4.153544897959183800e+03,1.123944544700162806e+00,3.602106562357073562e+04
4.121628571428571377e+03,1.126267073736219926e+00,3.711671819475766824e+04
4.087434693877551126e+03,1.129446271297308346e+00,3.824569722466998792e+04
4.052073469387755722e+03,1.133563950012264732e+00,3.940901640403447527e+04
4.014991836734694061e+03,1.138795584275428263e+00,4.060772025700360973e+04
3.976557142857142935e+03,1.145016692275792947e+00,4.184288507901584671e+04
3.936493877551020887e+03,1.152713167157111585e+00,4.311561990318228345e+04
3.896365306122449510e+03,1.161499876083430971e+00,4.442706749606882659e+04
3.855577551020408464e+03,1.171913951796800912e+00,4.577840538376616314e+04
3.813553061224490193e+03,1.183706241407372239e+00,4.717084690917012631e+04
3.771757142857143208e+03,1.197143324318330704e+00,4.860564232142138644e+04
3.729738775510204050e+03,1.212408132555942597e+00,5.008407989848212310e+04
3.689142857142857792e+03,1.229387566185912606e+00,5.160748710385907179e+04
3.695434693877551126e+03,1.225523710148410217e+00,5.317723177850966749e+04
3.699297959183673356e+03,1.221632378244194461e+00,5.479472336900281516e+04
3.702755102040816837e+03,1.218194810423058883e+00,5.646141419303672592e+04
3.702463265306122594e+03,1.214367263356027848e+00,5.817880074344935565e+04
3.701000000000000455e+03,1.211051066911990493e+00,5.994842503189409035e+04
3.698742857142857702e+03,1.207701477123830802e+00,6.177187597338488558e+04
3.693926530612244733e+03,1.204336837733270160e+00,6.365079081295564538e+04
3.688130612244898202e+03,1.201198708158150552e+00,6.558685659571435826e+04
3.680518367346939158e+03,1.198248282895021610e+00,6.758181168161109963e+04
3.670532653061224664e+03,1.195308833134139936e+00,6.963744730628222169e+04
3.659659183673469670e+03,1.192520772585065059e+00,7.175560918936920643e+04
3.646634693877551399e+03,1.190024948163215468e+00,7.393819919175858377e+04
3.632055102040817019e+03,1.187920373707026078e+00,7.618717702322998957e+04
3.615234693877551308e+03,1.185906847281452459e+00,7.850456200204508787e+04
3.597922448979591991e+03,1.184325139268162852e+00,8.089243486805938301e+04
3.577559183673469761e+03,1.183215336020344122e+00,8.335293965098187618e+04
3.556191836734693879e+03,1.182607872193453868e+00,8.588828559546258475e+04
3.547483673469388123e+03,1.181400085776169284e+00,8.850074914473439276e+04
3.536753061224490011e+03,1.179888887913888462e+00,9.119267598459297733e+04
3.525585714285714403e+03,1.178033153710671854e+00,9.396648314954691159e+04
3.511583673469388032e+03,1.175977842875779222e+00,9.682466119303113373e+04
3.496875510204081820e+03,1.174181075102010308e+00,9.976977642363210907e+04
3.479946938775510262e+03,1.172109027458495323e+00,1.028044732093309722e+05
3.461642857142857792e+03,1.170353552095419580e+00,1.059314763518370019e+05
3.441761224489796405e+03,1.168602440772975593e+00,1.091535935331391083e+05
3.420361224489796314e+03,1.167444897219292343e+00,1.124737178364750725e+05
3.397432653061224300e+03,1.166760796827222446e+00,1.158948303439811862e+05
3.371708163265306666e+03,1.166300875293108552e+00,1.194200028133532469e+05
3.344789795918367872e+03,1.166821990465156444e+00,1.230524004359261598e+05
3.316873469387755449e+03,1.167726504861666070e+00,1.267952846786433947e+05
3.285851020408163549e+03,1.169533644730602395e+00,1.306520162124719936e+05
3.254765306122449147e+03,1.172158257146352911e+00,1.346260579298911034e+05
3.221297959183673356e+03,1.175964616752006808e+00,1.387209780541620858e+05
3.217306122448979750e+03,1.175720520784337531e+00,1.429404533431761083e+05
3.215010204081632764e+03,1.174252616674616112e+00,1.472882723907501786e+05
3.210328571428571649e+03,1.172936261999693697e+00,1.517683390283403860e+05
3.204146938775510534e+03,1.171040432756826233e+00,1.563846758302247908e+05
3.196814285714286143e+03,1.168875678499237791e+00,1.611414277253019973e+05
3.187275510204081911e+03,1.166722267927907009e+00,1.660428657187529607e+05
3.176155102040816928e+03,1.164271006507930029e+00,1.710933907269013289e+05
3.163783673469388305e+03,1.161931512956033696e+00,1.762975375287203933e+05
3.150487755102040865e+03,1.159546595985867512e+00,1.816599788375328644e+05
3.134626530612245006e+03,1.157271074563233748e+00,1.871855294965579233e+05
3.117173469387755631e+03,1.155253535225539530e+00,1.928791508020777837e+05
3.098279591836734653e+03,1.153399422757493076e+00,1.987459549580981839e+05
3.077991836734694061e+03,1.151832860867928465e+00,2.047912096665083372e+05
3.055118367346939067e+03,1.150437227765190196e+00,2.110203428568596428e+05
3.031175510204082002e+03,1.149932861947907448e+00,2.174389475600080041e+05
3.005130612244898202e+03,1.149583599854922866e+00,2.240527869300018065e+05
2.977748979591837269e+03,1.150075370009771669e+00,2.308677994187167205e+05
2.948895918367347349e+03,1.151500226491413148e+00,2.378901041078890848e+05
2.917928571428571558e+03,1.153402227986128681e+00,2.451260062033339927e+05
2.886612244897959499e+03,1.156758186551143819e+00,2.525820026962784759e+05
2.857920408163265620e+03,1.160312047189418605e+00,2.602647881969004520e+05
2.856755102040816837e+03,1.159227484261154295e+00,2.681812609453012701e+05
2.854095918367347167e+03,1.157823103767280593e+00,2.763385290053172503e+05
2.848685714285714312e+03,1.156390342307159091e+00,2.847439166467247996e+05
2.842963265306122594e+03,1.154604842905963658e+00,2.934049709215787007e+05
2.834883673469388214e+03,1.152648255192805671e+00,3.023294684405776206e+05
2.825393877551020523e+03,1.150511475725810140e+00,3.115254223555484787e+05
2.815185714285714312e+03,1.148380075875938822e+00,3.210010895543174702e+05
2.802493877551020432e+03,1.146289198821815125e+00,3.307649780744242598e+05
2.788904081632653288e+03,1.144067658620165240e+00,3.408258547423451673e+05
2.773269387755102343e+03,1.142178542481184556e+00,3.511927530450727791e+05
2.756359183673469488e+03,1.140360341928948307e+00,3.618749812411276507e+05
2.737669387755101980e+03,1.138893709674193566e+00,3.728821307182837627e+05
2.717389795918367781e+03,1.137522429716638195e+00,3.842240846055060974e+05
2.695724489795918544e+03,1.137067992683935991e+00,3.959110266468458576e+05
2.683816326530612514e+03,1.136280855550310553e+00,4.079534503452448989e+05
2.674279591836735108e+03,1.134898036297971258e+00,4.203621683844709187e+05
2.663022448979591900e+03,1.133468173972802084e+00,4.331483223376402748e+05
2.650193877551020705e+03,1.131819040520900987e+00,4.463233926710397354e+05
2.637267346938775518e+03,1.129898864927304958e+00,4.598992090522438521e+05
2.621422448979591991e+03,1.128281789777145772e+00,4.738879609717651037e+05
2.604583673469388032e+03,1.126610184183945762e+00,4.883022086877874681e+05
2.586095918367347167e+03,1.125122283800686240e+00,5.031548945038056700e+05
2.573851020408163549e+03,1.124374263034827015e+00,5.184593543892913149e+05
2.565904081632653288e+03,1.122645786127163481e+00,5.342293299538352294e+05
2.556916326530612423e+03,1.120837217790269458e+00,5.504789807854967657e+05
2.546842857142857156e+03,1.118554582192155422e+00,5.672228971644537523e+05
2.534659183673469670e+03,1.116548550911830695e+00,5.844761131633637706e+05
2.522479591836734926e+03,1.114011527138992985e+00,6.022541201461928431e+05
2.507665306122449238e+03,1.111690875694115954e+00,6.205728806776501006e+05
2.492081632653061206e+03,1.109359609568516314e+00,6.394488428556936560e+05
2.475265306122449147e+03,1.107237486627699274e+00,6.588989550799942808e+05
2.467697959183673902e+03,1.105978758545937746e+00,6.789406812696112320e+05
2.459873469387755449e+03,1.104054477795315847e+00,6.995920165435374947e+05
2.452187755102041137e+03,1.101763388333920179e+00,7.208715033782134997e+05
2.442395918367346894e+03,1.099026103284237887e+00,7.427982482564910315e+05
2.432046938775510171e+03,1.096292754903639866e+00,7.653919388230140321e+05
2.418869387755102252e+03,1.093155516561934881e+00,7.886728615614156006e+05
2.406216326530612150e+03,1.090335846545445131e+00,8.126619200091945240e+05
2.392363265306122685e+03,1.087454501205212809e+00,8.373806535266489955e+05
2.375477551020408555e+03,1.084636107824304530e+00,8.628512566366887186e+05
2.357493877551020432e+03,1.081810378083599922e+00,8.890965989529166836e+05
2.338546938775510171e+03,1.079498070338750892e+00,9.161402457138521131e+05
2.316744897959184073e+03,1.077502375393441847e+00,9.440064789417603752e+05
2.294946938775510262e+03,1.075956440896038036e+00,9.727203192450536881e+05
2.271169387755101980e+03,1.074949747403367795e+00,1.002307548283864395e+06
2.245451020408163458e+03,1.074723948605606827e+00,1.032794731918952544e+06
2.218777551020408282e+03,1.074907758290981619e+00,1.064209244064724538e+06
2.197265306122449147e+03,1.075632058616621034e+00,1.096579291267809924e+06
2.196922448979591991e+03,1.074792392762253579e+00,1.129933938033221755e+06
2.195295918367346985e+03,1.073286382508736869e+00,1.164303132920875680e+06
2.190855102040816291e+03,1.071447829460522305e+00,1.199717735435885610e+06
2.186593877551020341e+03,1.069499497759910156e+00,1.236209543736769119e+06
2.180093877551020341e+03,1.066986887817059415e+00,1.273811323186478578e+06
2.172957142857143026e+03,1.064673167828354083e+00,1.312556835771842860e+06
2.165318367346938885e+03,1.062195520105281954e+00,1.352480870417874074e+06
2.155412244897959226e+03,1.059119522420534754e+00,1.393619274224143475e+06
2.144575510204081638e+03,1.056230915924363467e+00,1.436008984651260544e+06
2.132581632653061206e+03,1.053438234856638012e+00,1.479688062686396297e+06
2.118881632653061388e+03,1.050795224456367416e+00,1.524695727017573081e+06
2.102987755102040865e+03,1.047807912284754783e+00,1.571072389247448882e+06
2.087214285714285779e+03,1.045475363198173913e+00,1.618859690178199206e+06
2.068630612244898202e+03,1.043193758844262575e+00,1.668100537200059043e+06
2.049455102040816200e+03,1.041511964198512441e+00,1.718839142817145679e+06
2.028357142857143117e+03,1.040080145022231894e+00,1.771121064345086925e+06
2.004844897959183982e+03,1.039290192640216270e+00,1.824993244816150516e+06
1.982361224489796086e+03,1.038877855469136247e+00,1.880504055128583452e+06
1.956183673469387941e+03,1.039499406697719452e+00,1.937703337477988796e+06
1.928663265306122412e+03,1.040622811882012444e+00,1.996642450109793339e+06
1.919653061224489875e+03,1.040992451375351235e+00,2.057374313432911644e+06
1.918491836734694061e+03,1.039908167202723499e+00,2.119953457536068745e+06
1.915689795918367281e+03,1.038657731490016944e+00,2.184436071149428375e+06
1.912267346938775745e+03,1.036896702530928582e+00,2.250880052095461637e+06
1.907361224489796086e+03,1.034864212693250352e+00,2.319345059274427593e+06
1.901275510204081684e+03,1.032595564965614443e+00,2.389892566231047735e+06
1.893781632653061251e+03,1.030530471271435600e+00,2.462585916350543965e+06
1.886077551020408464e+03,1.027984592227086713e+00,2.537490379733571783e+06
1.876177551020408373e+03,1.025784427069744931e+00,2.614673211801092140e+06
1.865826530612245051e+03,1.023050243005990012e+00,2.694203713681882247e+06
1.852840816326530785e+03,1.020847293601535144e+00,2.776153294436797965e+06
1.840257142857143208e+03,1.018585138188739858e+00,2.860595535175744910e+06
1.824891836734694152e+03,1.016307526148063634e+00,2.947606255124858581e+06
1.808579591836734835e+03,1.014436671124973932e+00,3.037263579703311436e+06
1.791436734693877952e+03,1.012980685036248385e+00,3.129648010670750402e+06
1.771936734693877952e+03,1.012183792905726687e+00,3.224842498408438638e+06
1.752167346938775609e+03,1.011540700903970746e+00,3.322932516398975160e+06
1.730240816326530648e+03,1.011829676255717958e+00,3.424006137971425429e+06
1.707557142857143162e+03,1.012218242118890110e+00,3.528154115380883217e+06
1.683342857142857156e+03,1.013895717878148028e+00,3.635469961293317843e+06
1.660757142857143208e+03,1.016167844235138062e+00,3.746050032748989295e+06
1.660522448979591900e+03,1.015409631854166994e+00,3.859993617679771036e+06
1.658936734693877725e+03,1.014319144769630920e+00,3.977403024058036506e+06
1.656004081632653424e+03,1.013029993596669565e+00,4.098383671757261269e+06
1.652259183673469579e+03,1.011134445520275316e+00,4.223044187206672505e+06
1.647483673469388123e+03,1.009312353968045750e+00,4.351496500925045460e+06
1.641134693877551172e+03,1.007450481004068754e+00,4.483855948021191172e+06
1.634355102040816291e+03,1.005600274818212680e+00,4.620241371751313098e+06
1.626565306122449101e+03,1.002965340447969256e+00,4.760775230226367712e+06
1.616395918367346894e+03,1.000949719527275183e+00,4.905583706365045160e+06
1.606359183673469488e+03,9.992287059324681531e-01,5.054796821191235445e+06
1.594279591836734880e+03,9.971957263508359759e-01,5.208548550577665679e+06
1.581761224489795950e+03,9.952376899343893246e-01,5.366976945540475659e+06
1.568342857142857156e+03,9.938841561241066325e-01,5.530224256192900240e+06
1.560375510204081593e+03,9.927430023362795453e-01,5.698437059469136409e+06
1.555426530612244960e+03,9.915197370357292650e-01,5.871766390733249485e+06
1.548140816326530739e+03,9.896845725199607813e-01,6.050367879391224124e+06
1.540775510204081684e+03,9.876166442305618354e-01,6.234401888627863489e+06
1.532130612244898202e+03,9.857446792474409136e-01,6.424033659394190647e+06
1.523036734693877861e+03,9.835354298134473261e-01,6.619433458774387836e+06
1.512587755102041001e+03,9.814184085189523454e-01,6.820776732865678146e+06
1.500565306122449101e+03,9.793318446465844040e-01,7.028244264308352955e+06
1.488157142857143072e+03,9.777664942820601945e-01,7.242022334607315250e+06
1.475661224489796041e+03,9.763094487822322476e-01,7.462302891391107813e+06
1.471522448979591900e+03,9.745932184292362965e-01,7.689283720758305863e+06
1.464463265306122366e+03,9.734836136505272686e-01,7.923168624866245314e+06
1.458653061224489875e+03,9.714120316059059457e-01,8.164167604921472259e+06
1.450391836734694152e+03,9.695086362695346516e-01,8.412497049736117944e+06
1.442293877551020614e+03,9.670231871255819955e-01,8.668379930019773543e+06
1.433559183673469533e+03,9.646743594374271868e-01,8.932045998580958694e+06
1.423432653061224528e+03,9.626634249394208087e-01,9.203731996618229896e+06
1.411767346938775518e+03,9.604764300701822410e-01,9.483681866285927594e+06
1.398344897959183754e+03,9.582296187043582991e-01,9.772146969725724310e+06
1.385093877551020569e+03,9.570991372074293402e-01,1.006938631476029195e+07
1.379081632653061206e+03,9.555826247048615496e-01,1.037566678745184839e+07
1.373659183673469443e+03,9.541243452530479008e-01,1.069126339173477143e+07
1.366597959183673765e+03,9.523317195228591103e-01,1.101645949633654580e+07
1.359653061224489875e+03,9.505510653208861793e-01,1.135154708920999058e+07
1.351857142857143117e+03,9.482055073397137601e-01,1.169682703970387019e+07
1.342481632653061297e+03,9.461383907702843876e-01,1.205260936870841309e+07
1.333128571428571604e+03,9.437618880614786487e-01,1.241921352701784670e+07
1.322440816326530694e+03,9.416316357552301231e-01,1.279696868215939030e+07
1.309546938775510398e+03,9.400252854347007636e-01,1.318621401394748501e+07
1.296287755102040819e+03,9.388362776130728671e-01,1.358729901902711950e+07
1.287779591836734880e+03,9.375863574602921746e-01,1.400058382468096167e+07
1.282526530612245097e+03,9.361088409951261458e-01,1.442643951218158752e+07
1.276685714285714539e+03,9.348820026233763958e-01,1.486524844997854158e+07
1.269146938775510307e+03,9.326551268962842700e-01,1.531740463702079840e+07
1.260657142857142844e+03,9.305679226914771451e-01,1.578331405652119778e+07
1.253065306122449101e+03,9.288482043381950382e-01,1.626339504048190638e+07
1.242846938775510353e+03,9.266962806733600733e-01,1.675807864530768804e+07
1.232657142857142844e+03,9.249024635271674288e-01,1.726780903884352371e+07
1.221240816326530648e+03,9.232562364496996743e-01,1.779304389918577299e+07
1.207763265306122548e+03,9.216550276398393082e-01,1.833425482562292740e+07
1.197926530612244960e+03,9.207820088565416006e-01,1.889192776207664236e+07
1.192659183673469443e+03,9.196736370487883505e-01,1.946656343342263252e+07
1.187565306122449101e+03,9.186379536913076294e-01,2.005867779508229718e+07
1.179575510204081866e+03,9.165697859300673267e-01,2.066880249629082158e+07
1.173124489795918407e+03,9.151284512239052926e-01,2.129748535745523125e+07
1.164651020408163276e+03,9.130897332853727955e-01,2.194529086203311384e+07
1.155097959183673538e+03,9.115899126471305181e-01,2.261280066337279603e+07
1.145261224489795950e+03,9.096210000022647568e-01,2.330061410696920007e+07
1.134228571428571513e+03,9.084299741721724164e-01,2.400934876860651746e+07
1.124042857142857201e+03,9.068608564201074973e-01,2.473964100886816531e+07
1.118861224489795859e+03,9.060292957891177279e-01,2.549214654451420531e+07
1.113197959183673447e+03,9.044876213693537892e-01,2.626754103723838180e+07
1.109028571428571695e+03,9.030839667714900543e-01,2.706652070033235848e+07
1.102512244897959363e+03,9.011274966070482728e-01,2.788980292380439490e+07
1.096061224489795904e+03,8.996145404160211800e-01,2.873812691851069406e+07
1.087800000000000182e+03,8.975620645388304730e-01,2.961225437988031283e+07
1.078326530612245051e+03,8.960566623649350859e-01,3.051297017182870954e+07
1.069116326530612241e+03,8.939755669133020444e-01,3.144108303147258610e+07
1.058689795918367508e+03,8.930126911784589394e-01,3.239742629528195411e+07
1.051583673469387804e+03,8.915136428344720976e-01,3.338285864731764421e+07
1.046993877551020432e+03,8.903566204822191965e-01,3.439826489022921026e+07
1.042916326530612423e+03,8.885489214351139919e-01,3.544455673970435560e+07
1.037334693877550990e+03,8.870159441990277394e-01,3.652267364308167994e+07
1.031534693877551035e+03,8.849075021870638214e-01,3.763358362286532670e+07
1.024695918367347076e+03,8.827283335127671382e-01,3.877828414589460939e+07
1.017051020408163254e+03,8.809318073131648941e-01,3.995780301895265281e+07
1.008214285714285779e+03,8.787391633734989993e-01,4.117319931161679327e+07
9.991204081632653242e+02,8.773944454275387494e-01,4.242556430717768520e+07
9.898142857142858020e+02,8.756460800793802735e-01,4.371602248248501867e+07
9.807795918367347667e+02,8.745720744200162766e-01,4.504573251759462804e+07
9.767632653061225483e+02,8.733668121986574162e-01,4.641588833612772822e+07
9.721673469387756086e+02,8.718061253970358360e-01,4.782772017727485299e+07
9.670489795918368827e+02,8.700528226062291814e-01,4.928249570040503144e+07
9.610428571428572013e+02,8.686193480101375153e-01,5.078152112327670306e+07
9.551142857142857565e+02,8.663010006407323438e-01,5.232614239486667514e+07
9.464857142857143799e+02,8.644649472069555474e-01,5.391774640387494117e+07
9.391591836734695562e+02,8.628015681651980406e-01,5.555776222398877889e+07
9.304571428571429124e+02,8.609270845605981881e-01,5.724766239702190459e+07
9.217551020408164959e+02,8.596122439043376584e-01,5.898896425508493185e+07
9.183877551020408418e+02,8.583619555355481712e-01,6.078323128297236562e+07
9.142122448979592946e+02,8.570239083882327247e-01,6.263207452198679745e+07
9.102918367346940158e+02,8.554482170140451647e-01,6.453715401646701992e+07
9.043326530612246188e+02,8.538537729648451036e-01,6.650018030431132019e+07
8.991448979591837087e+02,8.516453215859605130e-01,6.852291595284056664e+07
8.933836734693877588e+02,8.495303175657383798e-01,7.060717714137780666e+07
8.867836734693878498e+02,8.470731138209246502e-01,7.275483529196217656e+07
8.773836734693877588e+02,8.453904944626197127e-01,7.496781874966876209e+07
8.696877551020407964e+02,8.435043997755411471e-01,7.724811451403415203e+07
8.647836734693878498e+02,8.423908619796257602e-01,7.959777002314977348e+07
8.614673469387755631e+02,8.409807241989836202e-01,8.201889499202211201e+07
8.577693877551021160e+02,8.393616298757952121e-01,8.451366330684705079e+07
8.527081632653060979e+02,8.371703175825092602e-01,8.708431497690723836e+07
8.483979591836734926e+02,8.354398554248180231e-01,8.973315814583538473e+07
8.423714285714286234e+02,8.329040680194070845e-01,9.246257116405732930e+07
8.362346938775510807e+02,8.309643403061206524e-01,9.527500472427299619e+07
8.295204081632653015e+02,8.286177724553066559e-01,9.817298406188820302e+07
8.220734693877551535e+02,8.269479262386673080e-01,1.011591112223829776e+08
8.141326530612245733e+02,8.247990820519713884e-01,1.042360673976403326e+08
8.071448979591837087e+02,8.235269402437234154e-01,1.074066153333432376e+08
8.036938775510204778e+02,8.222608869542842314e-01,1.106736018095974475e+08
8.001469387755103071e+02,8.204156695213200567e-01,1.140399601970030814e+08
7.962918367346940158e+02,8.187299436199547698e-01,1.175087130904807597e+08
7.910795918367347213e+02,8.168875649019918805e-01,1.210829750232041925e+08
7.862469387755102161e+02,8.148547685280317365e-01,1.247659552630868405e+08
7.793816326530611605e+02,8.126095261335011255e-01,1.285609606943296492e+08
7.728632653061225710e+02,8.106001774085438427e-01,1.324713987866114825e+08
7.656857142857144254e+02,8.085679489644270745e-01,1.365007806546013653e+08
7.576877551020407964e+02,8.068170354966514024e-01,1.406527242105239332e+08
7.499469387755102616e+02,8.052280298038355655e-01,1.449309574126214981e+08
7.472816326530612514e+02,8.043814783279865654e-01,1.493393216124253273e+08
7.435367346938776336e+02,8.031097578756639654e-01,1.538817750038343370e+08
7.385877551020407736e+02,8.013110874816056217e-01,1.585623961771137118e+08
7.343326530612246188e+02,7.993421749095047657e-01,1.633853877809863687e+08
7.301428571428572241e+02,7.973315228045687597e-01,1.683550802961200774e+08
7.238693877551021387e+02,7.953890852889125007e-01,1.734759359233932495e+08
7.171693877551020933e+02,7.936783205151088927e-01,1.787525525904231668e+08
7.100714285714285552e+02,7.921869863706136883e-01,1.841896680799710751e+08
7.028775510204081911e+02,7.902536853097790193e-01,1.897921642839103341e+08
6.946285714285716040e+02,7.890136206471571878e-01,1.955650715865947008e+08
6.910857142857144026e+02,7.880766447717802992e-01,2.015135733815558553e+08
6.874571428571429124e+02,7.871136209608751155e-01,2.076430107255770564e+08
6.828265306122449374e+02,7.851076940623346045e-01,2.139588871343421638e+08
6.794408163265305802e+02,7.835696808047831752e-01,2.204668735239412189e+08
6.742877551020408191e+02,7.820889292501382872e-01,2.271728133026902676e+08
6.688530612244898066e+02,7.799754551614266340e-01,2.340827276178294420e+08
6.636714285714286916e+02,7.784380244711406327e-01,2.412028207618001997e+08
6.566632653061225255e+02,7.767937427493556424e-01,2.485394857429798543e+08
6.487387755102041638e+02,7.756115129367986416e-01,2.560993100258462131e+08
6.457551020408163822e+02,7.745325281279084040e-01,2.638890814457507730e+08
6.435551020408163367e+02,7.734088253038192695e-01,2.719157943036018610e+08
6.406163265306123549e+02,7.714937842723961214e-01,2.801866556459189653e+08
6.368448979591837542e+02,7.701702034411067599e-01,2.887090917359234691e+08
6.323877551020408418e+02,7.681088260841103521e-01,2.974907547214443684e+08
6.282448979591837315e+02,7.666054889622228030e-01,3.065395295056523681e+08
6.245367346938776336e+02,7.647437842189424018e-01,3.158635408267819285e+08
6.213489795918367236e+02,7.634141751039122958e-01,3.254711605531841516e+08
6.168530612244898066e+02,7.614109113695056719e-01,3.353710152002928853e+08
6.135938775510204550e+02,7.593791490713969194e-01,3.455719936762142777e+08
6.105489795918367690e+02,7.578248004073773192e-01,3.560832552629274130e+08
6.078795918367347895e+02,7.556994457542680621e-01,3.669142378402494192e+08
6.043632653061224573e+02,7.545062700919099585e-01,3.780746663599341512e+08
6.006510204081633901e+02,7.520165131622473798e-01,3.895745615775501132e+08
5.974755102040816155e+02,7.495746265241999273e-01,4.014242490499325991e+08
5.919551020408163140e+02,7.474677183915232614e-01,4.136343684063269496e+08
5.866346938775510580e+02,7.454367279887317288e-01,4.262158829015324712e+08
5.842244897959184300e+02,7.434647458483711890e-01,4.391800892596076727e+08
5.818428571428571558e+02,7.421388539604516499e-01,4.525386278170166612e+08
5.794918367346939476e+02,7.401521490296431027e-01,4.663034929742736220e+08
5.774489795918367463e+02,7.386559273739833342e-01,4.804870439655123949e+08
5.749755102040816155e+02,7.358428255440905286e-01,4.951020159556351304e+08
5.709081632653061433e+02,7.331990978507734180e-01,5.101615314749823213e+08
5.673448979591837542e+02,7.313143434696746104e-01,5.256791122018418908e+08
5.639877551020408646e+02,7.286868965674853094e-01,5.416686911033157110e+08
5.586897959183673947e+02,7.261550978222871544e-01,5.581446249454954863e+08
5.546857142857143117e+02,7.241476206871444443e-01,5.751217071841614246e+08
5.524571428571429124e+02,7.227476853163731230e-01,5.926151812475564480e+08
5.501653061224490102e+02,7.206500549086615193e-01,6.106407542232036591e+08
5.494836734693877816e+02,7.188597550088401400e-01,6.292146109610350132e+08
5.465897959183673720e+02,7.164110700498117490e-01,6.483534286054713726e+08
5.427489795918367008e+02,7.140990238033998461e-01,6.680743915695614815e+08
5.402714285714286007e+02,7.113518576700402773e-01,6.883952069645509720e+08
5.367693877551021160e+02,7.088891879624237280e-01,7.093341204987989664e+08
5.325612244897960181e+02,7.061554598285202378e-01,7.309099328602918386e+08
5.273653061224490557e+02,7.033756244292678206e-01,7.531420165974360704e+08
5.259836734693877816e+02,7.021850650358399948e-01,7.760503335133571625e+08
5.240795918367347213e+02,7.004409769612431891e-01,7.996554525892362595e+08
5.229387755102040956e+02,6.985919469568802054e-01,8.239785684528511763e+08
5.202693877551021160e+02,6.969135431063716579e-01,8.490415204088755846e+08
5.183918367346939249e+02,6.940797388185685479e-01,8.748668120479896069e+08
5.161326530612245733e+02,6.918422803860639902e-01,9.014776314524917603e+08
5.150938775510204550e+02,6.903806541689425647e-01,9.288978720164517164e+08
5.148387755102040728e+02,6.883793540766077745e-01,9.571521538991855383e+08
5.143571428571428896e+02,6.866662534669161211e-01,9.862658461312830448e+08
5.143693877551021387e+02,6.853215474215421654e-01,1.016265089392993093e+09
5.154591836734695107e+02,6.837627189979902376e-01,1.047176819485520244e+09
5.149285714285714448e+02,6.829693366186705417e-01,1.079028791516185760e+09
5.164285714285714448e+02,6.824543961549673909e-01,1.111849604819269896e+09
